0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.737 | MinDCF =0.997
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.001 | MinDCF =0.917
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.768 | MinDCF =0.998
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.001 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.002 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.989 | MinDCF =0.853
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.853
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.884 | MinDCF =0.999
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.695 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.007 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.985 | MinDCF =0.867
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.001 | MinDCF =0.867
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.158 | MinDCF =0.989
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.001 | MinDCF =0.989
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.108 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.985 | MinDCF =0.892
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.892
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.737 | MinDCF =0.999
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.555 | MinDCF =0.994
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.994
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.975 | MinDCF =0.884
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.884
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.192 | MinDCF =0.998
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.808 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.975 | MinDCF =0.878
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.878
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.939 | MinDCF =0.985
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.985
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.604 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.920 | MinDCF =0.908
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.908
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.597 | MinDCF =0.989
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.989
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.160 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.902 | MinDCF =0.889
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.889
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =5.861 | MinDCF =0.997
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.303 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.931
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.931
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.680 | MinDCF =0.998
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.489 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.967 | MinDCF =0.832
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.832
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.184 | MinDCF =0.984
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.984
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.421 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.920 | MinDCF =0.838
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.838
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.780 | MinDCF =0.995
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.995
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.746 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.997 | MinDCF =0.925
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.925
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.222 | MinDCF =0.999
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.285 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.976 | MinDCF =0.913
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.913
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.470 | MinDCF =0.998
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.507 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.936 | MinDCF =0.898
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.898
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =5.856 | MinDCF =0.986
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.986
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.080 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.927 | MinDCF =0.917
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.917
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.186 | MinDCF =0.989
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.989
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.035 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.971 | MinDCF =0.928
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.928
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.679 | MinDCF =0.999
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.361 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.045 | MinDCF =0.931
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.931
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.087 | MinDCF =0.998
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.572 | MinDCF =0.997
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.991 | MinDCF =0.865
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.865
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.338 | MinDCF =0.996
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.996
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.068 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.983 | MinDCF =0.853
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.853
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.761 | MinDCF =0.990
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.990
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.927 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.935 | MinDCF =0.874
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.874
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.421 | MinDCF =0.981
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.981
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.511 | MinDCF =0.976
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.976
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.910 | MinDCF =0.874
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.874
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.592 | MinDCF =0.993
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.993
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.059 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.892 | MinDCF =0.878
0.9 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.878
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =5.865 | MinDCF =0.998
0.9 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.077 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.989 | MinDCF =0.927
0.9 | 0.5 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.927
0.9 | 0.9 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.809 | MinDCF =0.998
0.9 | 0.9 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.9 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.821 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.920 | MinDCF =0.874
0.9 | 0.5 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.874
0.9 | 0.9 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.380 | MinDCF =0.994
0.9 | 0.9 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.994
0.9 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.448 | MinDCF =1.000
0.9 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM Poly | K = 1.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.988 | MinDCF =0.905
0.9 | 0.5 | SVM Poly | K = 1.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.905
0.9 | 0.9 | SVM Poly | K = 1.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.430 | MinDCF =0.996
0.9 | 0.9 | SVM Poly | K = 1.0 | C = 0.01 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.996
0.9 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.970 | MinDCF =1.000
