0.04435276985168457
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.354
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.358
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.898
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.016681005372000592 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.899
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.344 | MinDCF =0.456
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.894 | MinDCF =0.456
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.233 | MinDCF =0.215
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.894 | MinDCF =0.214
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.983 | MinDCF =0.872
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =8.046 | MinDCF =0.891
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.769 | MinDCF =0.345
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.749 | MinDCF =0.346
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.209 | MinDCF =0.206
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.745 | MinDCF =0.205
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.320 | MinDCF =0.829
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =6.698 | MinDCF =0.849
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.440
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.786 | MinDCF =0.441
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =0.200
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.775 | MinDCF =0.203
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =0.863
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.027825594022071243 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =6.962 | MinDCF =0.873
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.618 | MinDCF =0.460
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.889 | MinDCF =0.458
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.257 | MinDCF =0.216
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.888 | MinDCF =0.212
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.949 | MinDCF =0.865
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =7.992 | MinDCF =0.892
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.954 | MinDCF =0.345
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.740 | MinDCF =0.344
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.209 | MinDCF =0.203
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.736 | MinDCF =0.203
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.135 | MinDCF =0.829
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =6.622 | MinDCF =0.853
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.888 | MinDCF =0.390
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.720 | MinDCF =0.389
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.884 | MinDCF =0.161
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.708 | MinDCF =0.162
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =7.948 | MinDCF =0.829
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.046415888336127774 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =6.360 | MinDCF =0.832
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.075 | MinDCF =0.461
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.870 | MinDCF =0.460
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.299 | MinDCF =0.212
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.869 | MinDCF =0.211
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.913 | MinDCF =0.869
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =7.816 | MinDCF =0.885
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.066 | MinDCF =0.346
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.730 | MinDCF =0.345
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.210 | MinDCF =0.202
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.726 | MinDCF =0.200
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.039 | MinDCF =0.823
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =6.534 | MinDCF =0.853
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.625 | MinDCF =0.390
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.720 | MinDCF =0.389
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.601 | MinDCF =0.162
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.706 | MinDCF =0.162
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.385 | MinDCF =0.824
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.0774263682681127 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =6.338 | MinDCF =0.829
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.623 | MinDCF =0.449
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.827 | MinDCF =0.448
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.355 | MinDCF =0.210
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.826 | MinDCF =0.207
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.930 | MinDCF =0.872
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =7.433 | MinDCF =0.890
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.106 | MinDCF =0.346
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.717 | MinDCF =0.343
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.215 | MinDCF =0.203
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.713 | MinDCF =0.203
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.043 | MinDCF =0.796
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =6.413 | MinDCF =0.867
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.459 | MinDCF =0.391
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.718 | MinDCF =0.391
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.375 | MinDCF =0.162
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.705 | MinDCF =0.162
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.288 | MinDCF =0.821
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.1291549665014884 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =6.327 | MinDCF =0.830
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.598 | MinDCF =0.446
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.827 | MinDCF =0.447
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.453 | MinDCF =0.209
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.826 | MinDCF =0.204
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.930 | MinDCF =0.866
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =7.433 | MinDCF =0.892
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.117 | MinDCF =0.351
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.685 | MinDCF =0.350
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.215 | MinDCF =0.205
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.681 | MinDCF =0.204
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.034 | MinDCF =0.794
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =6.128 | MinDCF =0.858
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.404 | MinDCF =0.391
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.717 | MinDCF =0.392
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.275 | MinDCF =0.162
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.703 | MinDCF =0.162
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.351 | MinDCF =0.819
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.21544346900318834 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =6.316 | MinDCF =0.831
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.693 | MinDCF =0.428
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.815 | MinDCF =0.426
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.558 | MinDCF =0.207
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.814 | MinDCF =0.203
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.890 | MinDCF =0.860
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =7.323 | MinDCF =0.895
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.149 | MinDCF =0.358
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.683 | MinDCF =0.357
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.216 | MinDCF =0.206
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.677 | MinDCF =0.203
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.015 | MinDCF =0.833
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =6.085 | MinDCF =0.876
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.396 | MinDCF =0.391
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.717 | MinDCF =0.392
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.222 | MinDCF =0.162
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.703 | MinDCF =0.162
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.820 | MinDCF =0.818
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.3593813663804626 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =6.316 | MinDCF =0.832
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.643 | MinDCF =0.418
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.805 | MinDCF =0.418
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.656 | MinDCF =0.203
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.803 | MinDCF =0.204
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.919 | MinDCF =0.865
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =7.224 | MinDCF =0.893
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.217 | MinDCF =0.360
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.666 | MinDCF =0.359
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.220 | MinDCF =0.203
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.659 | MinDCF =0.202
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.980 | MinDCF =0.825
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =5.920 | MinDCF =0.876
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.442 | MinDCF =0.391
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.717 | MinDCF =0.393
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.204 | MinDCF =0.162
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.703 | MinDCF =0.162
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.597 | MinDCF =0.817
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 0.5994842503189409 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =6.316 | MinDCF =0.832
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =6.429 | MinDCF =0.408
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.799 | MinDCF =0.408
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.738 | MinDCF =0.200
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.797 | MinDCF =0.200
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.953 | MinDCF =0.859
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =7.170 | MinDCF =0.888
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.350 | MinDCF =0.358
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.635 | MinDCF =0.357
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.229 | MinDCF =0.199
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.628 | MinDCF =0.197
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.940 | MinDCF =0.815
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =5.646 | MinDCF =0.865
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.455 | MinDCF =0.391
0.9 | 0.1 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.715 | MinDCF =0.393
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.174 | MinDCF =0.162
0.9 | 0.5 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =0.701 | MinDCF =0.161
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.285 | MinDCF =0.816
0.9 | 0.9 | SVM RBF | K = 1.0 | C = 1.0 | gamma = 0.1 | Raw | Calibrated | PCA = 8 | ActDCF =6.294 | MinDCF =0.832
0.9 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.942 | MinDCF =0.455
0.9 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.924 | MinDCF =0.453
0.9 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.223 | MinDCF =0.220
0.9 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =0.924 | MinDCF =0.219
0.9 | 0.9 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.285 | MinDCF =0.868
0.9 | 0.9 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 8 | ActDCF =8.320 | MinDCF =0.872
0.9 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.352 | MinDCF =0.345
0.9 | 0.1 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 8 | ActDCF =0.732 | MinDCF =0.345
0.9 | 0.5 | SVM RBF | K = 10.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.271 | MinDCF =0.201
