Full | Raw | PCA = 5 | ActDCF =0.397 | MinDCF =0.394
Full | Raw | PCA = 6 | ActDCF =0.399 | MinDCF =0.384
Full | Raw | PCA = 7 | ActDCF =0.364 | MinDCF =0.352
Full | Raw | PCA = 8 | ActDCF =0.357 | MinDCF =0.345
Full | Raw | PCA = 9 | ActDCF =0.321 | MinDCF =0.321
Full | Raw | PCA = 10 | ActDCF =0.370 | MinDCF =0.327
Full | Raw | PCA = 11 | ActDCF =0.362 | MinDCF =0.312
Full | Normalized | PCA = 5 | ActDCF =0.426 | MinDCF =0.384
Full | Normalized | PCA = 6 | ActDCF =0.390 | MinDCF =0.365
Full | Normalized | PCA = 7 | ActDCF =0.333 | MinDCF =0.325
Full | Normalized | PCA = 8 | ActDCF =0.315 | MinDCF =0.308
Full | Normalized | PCA = 9 | ActDCF =0.319 | MinDCF =0.307
Full | Normalized | PCA = 10 | ActDCF =0.316 | MinDCF =0.299
Full | Normalized | PCA = 11 | ActDCF =0.320 | MinDCF =0.304
Bayes | Raw | PCA = 5 | ActDCF =0.433 | MinDCF =0.414
Bayes | Raw | PCA = 6 | ActDCF =0.422 | MinDCF =0.414
Bayes | Raw | PCA = 7 | ActDCF =0.400 | MinDCF =0.396
Bayes | Raw | PCA = 8 | ActDCF =0.395 | MinDCF =0.389
Bayes | Raw | PCA = 9 | ActDCF =0.393 | MinDCF =0.383
Bayes | Raw | PCA = 10 | ActDCF =0.424 | MinDCF =0.387
Bayes | Raw | PCA = 11 | ActDCF =0.422 | MinDCF =0.384
Bayes | Normalized | PCA = 5 | ActDCF =0.473 | MinDCF =0.450
Bayes | Normalized | PCA = 6 | ActDCF =0.428 | MinDCF =0.423
Bayes | Normalized | PCA = 7 | ActDCF =0.437 | MinDCF =0.432
Bayes | Normalized | PCA = 8 | ActDCF =0.427 | MinDCF =0.420
Bayes | Normalized | PCA = 9 | ActDCF =0.429 | MinDCF =0.421
Bayes | Normalized | PCA = 10 | ActDCF =0.421 | MinDCF =0.411
Bayes | Normalized | PCA = 11 | ActDCF =0.415 | MinDCF =0.400
Tied | Raw | PCA = 5 | ActDCF =0.425 | MinDCF =0.420
Tied | Raw | PCA = 6 | ActDCF =0.407 | MinDCF =0.397
Tied | Raw | PCA = 7 | ActDCF =0.375 | MinDCF =0.371
Tied | Raw | PCA = 8 | ActDCF =0.368 | MinDCF =0.362
Tied | Raw | PCA = 9 | ActDCF =0.347 | MinDCF =0.338
Tied | Raw | PCA = 10 | ActDCF =0.351 | MinDCF =0.337
Tied | Raw | PCA = 11 | ActDCF =0.341 | MinDCF =0.334
Tied | Normalized | PCA = 5 | ActDCF =0.421 | MinDCF =0.384
Tied | Normalized | PCA = 6 | ActDCF =0.397 | MinDCF =0.368
Tied | Normalized | PCA = 7 | ActDCF =0.391 | MinDCF =0.380
Tied | Normalized | PCA = 8 | ActDCF =0.386 | MinDCF =0.383
Tied | Normalized | PCA = 9 | ActDCF =0.364 | MinDCF =0.356
Tied | Normalized | PCA = 10 | ActDCF =0.364 | MinDCF =0.354
Tied | Normalized | PCA = 11 | ActDCF =0.360 | MinDCF =0.356
SVM Linear | K = 1.0 | C = 0.1 | Normalized | PCA = 11 | ActDCF =0.376 | MinDCF =0.346
SVM Linear | K = 1.0 | C = 1.0 | Normalized | PCA = 5 | ActDCF =0.414 | MinDCF =0.371
SVM Linear | K = 1.0 | C = 1.0 | Normalized | PCA = 6 | ActDCF =0.390 | MinDCF =0.376
SVM Linear | K = 1.0 | C = 1.0 | Normalized | PCA = 7 | ActDCF =0.397 | MinDCF =0.381
SVM Linear | K = 1.0 | C = 1.0 | Normalized | PCA = 8 | ActDCF =0.403 | MinDCF =0.367
SVM Linear | K = 1.0 | C = 1.0 | Normalized | PCA = 9 | ActDCF =0.382 | MinDCF =0.347
SVM Linear | K = 1.0 | C = 1.0 | Normalized | PCA = 10 | ActDCF =0.372 | MinDCF =0.347
SVM Linear | K = 1.0 | C = 1.0 | Normalized | PCA = 11 | ActDCF =0.374 | MinDCF =0.349
SVM Linear | K = 1.0 | C = 10.0 | Normalized | PCA = 5 | ActDCF =0.415 | MinDCF =0.371
SVM Linear | K = 1.0 | C = 10.0 | Normalized | PCA = 6 | ActDCF =0.392 | MinDCF =0.376
SVM Linear | K = 1.0 | C = 10.0 | Normalized | PCA = 7 | ActDCF =0.401 | MinDCF =0.383
SVM Linear | K = 1.0 | C = 10.0 | Normalized | PCA = 8 | ActDCF =0.400 | MinDCF =0.366
SVM Linear | K = 1.0 | C = 10.0 | Normalized | PCA = 9 | ActDCF =0.381 | MinDCF =0.350
SVM Linear | K = 1.0 | C = 10.0 | Normalized | PCA = 10 | ActDCF =0.374 | MinDCF =0.346
SVM Linear | K = 1.0 | C = 10.0 | Normalized | PCA = 11 | ActDCF =0.376 | MinDCF =0.351
SVM Linear | K = 10.0 | C = 0.1 | Normalized | PCA = 5 | ActDCF =0.418 | MinDCF =0.369
SVM Linear | K = 10.0 | C = 0.1 | Normalized | PCA = 6 | ActDCF =0.396 | MinDCF =0.375
SVM Linear | K = 10.0 | C = 0.1 | Normalized | PCA = 7 | ActDCF =0.393 | MinDCF =0.377
SVM Linear | K = 10.0 | C = 0.1 | Normalized | PCA = 8 | ActDCF =0.401 | MinDCF =0.367
SVM Linear | K = 10.0 | C = 0.1 | Normalized | PCA = 9 | ActDCF =0.383 | MinDCF =0.346
SVM Linear | K = 10.0 | C = 0.1 | Normalized | PCA = 10 | ActDCF =0.374 | MinDCF =0.343
SVM Linear | K = 10.0 | C = 0.1 | Normalized | PCA = 11 | ActDCF =0.373 | MinDCF =0.346
SVM Linear | K = 10.0 | C = 1.0 | Normalized | PCA = 5 | ActDCF =0.414 | MinDCF =0.371
SVM Linear | K = 10.0 | C = 1.0 | Normalized | PCA = 6 | ActDCF =0.392 | MinDCF =0.375
SVM Linear | K = 10.0 | C = 1.0 | Normalized | PCA = 7 | ActDCF =0.399 | MinDCF =0.382
SVM Linear | K = 10.0 | C = 1.0 | Normalized | PCA = 8 | ActDCF =0.397 | MinDCF =0.366
SVM Linear | K = 10.0 | C = 1.0 | Normalized | PCA = 9 | ActDCF =0.383 | MinDCF =0.346
SVM Linear | K = 10.0 | C = 1.0 | Normalized | PCA = 10 | ActDCF =0.371 | MinDCF =0.347
SVM Linear | K = 10.0 | C = 1.0 | Normalized | PCA = 11 | ActDCF =0.376 | MinDCF =0.351
SVM Linear | K = 10.0 | C = 10.0 | Normalized | PCA = 5 | ActDCF =0.411 | MinDCF =0.380
SVM Linear | K = 10.0 | C = 10.0 | Normalized | PCA = 6 | ActDCF =0.395 | MinDCF =0.379
SVM Linear | K = 10.0 | C = 10.0 | Normalized | PCA = 7 | ActDCF =0.400 | MinDCF =0.383
SVM Linear | K = 10.0 | C = 10.0 | Normalized | PCA = 8 | ActDCF =0.397 | MinDCF =0.367
SVM Linear | K = 10.0 | C = 10.0 | Normalized | PCA = 9 | ActDCF =0.488 | MinDCF =0.456
SVM Linear | K = 10.0 | C = 10.0 | Normalized | PCA = 10 | ActDCF =0.378 | MinDCF =0.346
SVM Linear | K = 10.0 | C = 10.0 | Normalized | PCA = 11 | ActDCF =0.378 | MinDCF =0.351
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.926 | MinDCF =0.898
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.983 | MinDCF =0.949
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.984 | MinDCF =0.858
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.890 | MinDCF =0.871
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.937 | MinDCF =0.898
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.968 | MinDCF =0.905
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.913 | MinDCF =0.852
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =1.057 | MinDCF =0.930
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.931 | MinDCF =0.895
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.971 | MinDCF =0.879
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.971 | MinDCF =0.902
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.989 | MinDCF =0.883
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.959 | MinDCF =0.932
SVM Poly | K = 0.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.976 | MinDCF =0.905
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.950 | MinDCF =0.885
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.968 | MinDCF =0.910
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.954 | MinDCF =0.936
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.896 | MinDCF =0.864
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.995 | MinDCF =0.868
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.967 | MinDCF =0.881
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.958 | MinDCF =0.854
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =0.989 | MinDCF =0.854
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.944 | MinDCF =0.882
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.985 | MinDCF =0.908
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.944 | MinDCF =0.850
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.983 | MinDCF =0.873
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.970 | MinDCF =0.837
SVM Poly | K = 0.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.992 | MinDCF =0.814
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.985 | MinDCF =0.958
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.871 | MinDCF =0.862
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.958 | MinDCF =0.913
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.982 | MinDCF =0.909
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =1.019 | MinDCF =0.900
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =1.024 | MinDCF =0.909
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.925 | MinDCF =0.916
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =1.011 | MinDCF =0.958
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.997 | MinDCF =0.944
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =1.012 | MinDCF =0.935
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.928 | MinDCF =0.876
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.942 | MinDCF =0.876
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.954 | MinDCF =0.892
SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.975 | MinDCF =0.906
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.984 | MinDCF =0.886
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.989 | MinDCF =0.909
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.891 | MinDCF =0.878
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.905 | MinDCF =0.834
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.967 | MinDCF =0.865
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.892 | MinDCF =0.881
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.941 | MinDCF =0.852
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =1.020 | MinDCF =0.812
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.995 | MinDCF =0.943
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.956 | MinDCF =0.890
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.955 | MinDCF =0.868
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.985 | MinDCF =0.889
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.976 | MinDCF =0.847
SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.974 | MinDCF =0.838
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.917 | MinDCF =0.886
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.968 | MinDCF =0.967
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.977 | MinDCF =0.936
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.913 | MinDCF =0.907
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.976 | MinDCF =0.927
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.982 | MinDCF =0.904
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.996 | MinDCF =0.892
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =0.938 | MinDCF =0.912
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.904 | MinDCF =0.883
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =1.020 | MinDCF =0.898
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.951 | MinDCF =0.920
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =1.004 | MinDCF =0.898
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.980 | MinDCF =0.899
SVM Poly | K = 1.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =1.020 | MinDCF =0.914
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =1.051 | MinDCF =0.922
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.996 | MinDCF =0.858
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.957 | MinDCF =0.876
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.919 | MinDCF =0.888
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.923 | MinDCF =0.895
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.992 | MinDCF =0.900
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.986 | MinDCF =0.879
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =0.934 | MinDCF =0.878
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.962 | MinDCF =0.852
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.839 | MinDCF =0.830
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.943 | MinDCF =0.918
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.981 | MinDCF =0.900
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.985 | MinDCF =0.882
SVM Poly | K = 1.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.978 | MinDCF =0.821
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =1.023 | MinDCF =0.966
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.985 | MinDCF =0.929
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.959 | MinDCF =0.908
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.991 | MinDCF =0.912
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.903 | MinDCF =0.898
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.989 | MinDCF =0.894
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =1.005 | MinDCF =0.940
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =0.987 | MinDCF =0.932
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.998 | MinDCF =0.949
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.949 | MinDCF =0.931
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.993 | MinDCF =0.945
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =1.024 | MinDCF =0.878
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.947 | MinDCF =0.900
SVM Poly | K = 1.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.967 | MinDCF =0.933
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.967 | MinDCF =0.922
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.955 | MinDCF =0.934
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.946 | MinDCF =0.898
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.979 | MinDCF =0.848
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =1.022 | MinDCF =0.878
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.968 | MinDCF =0.881
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =0.882 | MinDCF =0.866
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =0.959 | MinDCF =0.827
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.934 | MinDCF =0.878
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.899 | MinDCF =0.843
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.927 | MinDCF =0.902
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.927 | MinDCF =0.842
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.899 | MinDCF =0.885
SVM Poly | K = 1.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.993 | MinDCF =0.818
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.983 | MinDCF =0.965
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.989 | MinDCF =0.957
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.920 | MinDCF =0.862
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =1.010 | MinDCF =0.883
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.994 | MinDCF =0.926
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.985 | MinDCF =0.914
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =1.005 | MinDCF =0.887
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =1.028 | MinDCF =0.890
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =0.936 | MinDCF =0.923
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.905 | MinDCF =0.892
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.910 | MinDCF =0.869
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =0.878 | MinDCF =0.840
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =1.002 | MinDCF =0.927
SVM Poly | K = 10.0 | C = 0.5 | d = 2.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.972 | MinDCF =0.927
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =0.956 | MinDCF =0.920
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.940 | MinDCF =0.854
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =0.979 | MinDCF =0.911
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.948 | MinDCF =0.931
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 9 | ActDCF =0.956 | MinDCF =0.858
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 10 | ActDCF =0.920 | MinDCF =0.899
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 0.0 | Raw | PCA = 11 | ActDCF =1.019 | MinDCF =0.927
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 5 | ActDCF =0.904 | MinDCF =0.856
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 6 | ActDCF =1.003 | MinDCF =0.900
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 7 | ActDCF =0.909 | MinDCF =0.865
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 8 | ActDCF =0.972 | MinDCF =0.862
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 9 | ActDCF =1.007 | MinDCF =0.923
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 10 | ActDCF =0.892 | MinDCF =0.865
SVM Poly | K = 10.0 | C = 0.5 | d = 3.0 | c = 1.0 | Raw | PCA = 11 | ActDCF =0.980 | MinDCF =0.892
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 5 | ActDCF =1.004 | MinDCF =0.910
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 6 | ActDCF =0.891 | MinDCF =0.852
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 7 | ActDCF =1.029 | MinDCF =0.912
SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | PCA = 8 | ActDCF =0.962 | MinDCF =0.900
